m_ticker,ticker,comp_name,comp_name_2,exchange,currency_code,per_end_date,per_type,per_code,per_fisc_year,per_fisc_qtr,per_cal_year,per_cal_qtr,form_7_type,curr_ratio,non_perform_asset_tot_loan,loan_loss_reserve,lterm_debt_cap,tot_debt_tot_equity,gross_margin,oper_profit_margin,ebit_margin,ebitda_margin,pretax_profit_margin,profit_margin,free_cash_flow,loss_ratio,exp_ratio,comb_ratio,asset_turn,invty_turn,rcv_turn,day_sale_rcv,ret_equity,ret_tang_equity,ret_asset,ret_invst,free_cash_flow_per_share,book_val_per_share,oper_cash_flow_per_share
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2018-12-31,A,,2018,4,2018,4,7,0.7272,,,0.389,0.673,23.7997,7.666,7.666,8.7391,7.0472,5.2978,13650.0,,,,1.4863,,12.3971,29.4424,22.795,-88.9767,8.1342,13.928,13.8861,56.5823,15.9847
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2018-03-31,Q,,2018,1,2018,1,7,0.7146,,,0.3605,0.7112,23.8113,7.344,7.344,,6.7478,5.1388,7892.0,,,,0.3547,,3.0174,29.8271,5.8438,-18.4514,1.8796,3.7371,7.9959,52.0125,8.4792
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2018-06-30,Q,,2018,2,2018,2,7,0.7515,,,0.3873,0.6903,23.5139,7.4956,7.4956,,6.8823,5.2099,11416.0,,,,0.3628,,3.1784,28.3162,5.9272,-21.2451,1.9468,3.6318,11.6253,52.789,12.6029
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2018-09-30,Q,,2018,3,2018,3,7,0.6874,,,0.3787,0.6379,24.1884,8.1158,8.1158,,7.4917,5.6369,11812.0,,,,0.3743,,3.0969,29.0611,6.2438,-21.0445,2.1736,3.8796,12.0163,54.6736,13.5473
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2018-12-31,Q,,2018,4,2018,4,7,0.7272,,,0.389,0.673,23.6866,7.6981,7.6981,,7.0579,5.204,13650.0,,,,0.3838,,3.2009,28.1168,5.8249,-22.7364,2.0786,3.5591,13.8861,56.5823,15.9847
VISA,V,VISA INC-A,Visa Inc.,NYSE,USD,2018-09-30,A,,2018,4,2018,3,7,1.6113,,,0.3284,0.489,100.0,62.856,62.856,65.8305,62.1379,49.983,12237.0,,,,0.2977,,7.3867,49.4129,36.0983,-117.7796,14.8805,20.3432,4.732,16.7931,5.0043
VISA,V,VISA INC-A,Visa Inc.,NYSE,USD,2018-03-31,Q,,2018,2,2018,1,7,1.9407,,,0.3277,0.4875,100.0,65.7599,65.7599,,63.4142,51.3503,5375.0,,,,0.0735,,1.3492,66.7061,9.0998,-26.5654,3.7731,5.1353,2.0721,16.66,2.2086
VISA,V,VISA INC-A,Visa Inc.,NYSE,USD,2018-06-30,Q,,2018,3,2018,2,7,1.6911,,,0.3329,0.499,100.0,55.0573,55.0573,,53.6641,44.4466,8956.0,,,,0.0769,,1.8483,48.6928,8.3633,-24.4797,3.4162,4.6631,3.474,16.3725,3.6715
VISA,V,VISA INC-A,Visa Inc.,NYSE,USD,2018-09-30,Q,,2018,4,2018,3,7,1.6113,,,0.3284,0.489,100.0,62.6794,62.6794,,65.1086,52.3555,12237.0,,,,0.0785,,1.9477,46.2091,9.9699,-32.5292,4.1098,5.6185,4.732,16.7931,5.0043
VISA,V,VISA INC-A,Visa Inc.,NYSE,USD,2018-12-31,Q,,2019,1,2018,4,7,1.5018,,,0.3279,0.4878,100.0,67.5082,67.5082,,65.9281,54.0683,3137.0,,,,0.0768,,1.216,74.0138,10.3978,-35.6314,4.1546,5.8686,1.2312,16.9543,1.2928
BEL,VZ,VERIZON COMM,Verizon Communications Inc.,NYSE,USD,2018-12-31,A,,2018,4,2018,4,7,0.9132,,,0.6593,2.0666,57.5831,17.0239,17.0239,30.3226,14.9951,11.8658,17681.0,,,,0.4941,41.5479,5.2133,70.0139,29.3164,-21.7304,6.0564,9.988,4.279,13.2405,8.3105
BEL,VZ,VERIZON COMM,Verizon Communications Inc.,NYSE,USD,2018-03-31,Q,,2018,1,2018,1,7,0.9813,,,0.6829,2.2745,58.2809,23.1304,23.1304,,19.0545,14.3051,2096.0,,,,0.1201,10.3152,1.4062,64.0045,8.9139,-5.7987,1.764,2.8265,0.5103,12.6685,1.6187
BEL,VZ,VERIZON COMM,Verizon Communications Inc.,NYSE,USD,2018-06-30,Q,,2018,2,2018,2,7,0.9551,,,0.6708,2.1398,57.6717,20.5478,20.5478,,17.163,12.7938,8595.0,,,,0.1223,12.3693,1.3941,64.5564,7.9253,-5.3516,1.6126,2.6089,2.0766,12.9661,3.9703
BEL,VZ,VERIZON COMM,Verizon Communications Inc.,NYSE,USD,2018-09-30,Q,,2018,3,2018,3,7,0.9704,,,0.6549,2.0137,59.1161,23.5379,23.5379,,20.4711,15.1011,14218.0,,,,0.1228,10.4969,1.3579,66.2766,9.0253,-6.5869,1.9061,3.1146,3.4343,13.5738,6.3391
BEL,VZ,VERIZON COMM,Verizon Communications Inc.,NYSE,USD,2018-12-31,Q,,2018,4,2018,4,7,0.9132,,,0.6593,2.0666,55.3951,1.8582,1.8582,,3.9876,5.6562,17681.0,,,,0.1294,11.4454,1.3657,65.9018,3.7744,-2.7978,0.7797,1.2859,4.279,13.2405,8.3105
WMS,WMT,WALMART INC,Walmart Inc.,NYSE,USD,2018-01-31,A,,2018,4,2018,1,7,0.7598,,,0.313,0.5752,25.372,4.0846,4.0846,6.189,3.0225,1.971,18664.0,,,,2.4464,8.5283,89.1242,4.0954,13.02,16.8153,5.1452,8.9446,6.2007,27.3787,9.4143
WMS,WMT,WALMART INC,Walmart Inc.,NYSE,USD,2018-01-31,Q,,2018,4,2018,1,7,0.7598,,,0.313,0.5752,24.6773,3.2781,3.2781,,2.1751,1.5961,18664.0,,,,0.6663,2.3443,24.2727,3.7079,2.9237,3.776,1.1554,2.0086,6.2007,27.3787,9.4143
WMS,WMT,WALMART INC,Walmart Inc.,NYSE,USD,2018-04-30,Q,,2019,1,2018,2,7,0.7336,,,0.3167,0.5917,25.2531,4.2008,4.2008,,2.3001,1.7393,3541.0,,,,0.5987,2.1178,26.8586,3.3509,2.9059,3.8269,1.1106,1.9855,1.1935,26.5415,1.7395
WMS,WMT,WALMART INC,Walmart Inc.,NYSE,USD,2018-07-31,Q,,2019,2,2018,3,7,0.9259,,,0.4113,0.7288,25.3515,4.4912,4.4912,,0.3109,-0.6725,7018.0,,,,0.6213,2.2763,25.5954,3.5163,-0.9849,-1.2989,-0.3528,-0.5798,2.3822,25.1489,3.7661
WMS,WMT,WALMART INC,Walmart Inc.,NYSE,USD,2018-10-31,Q,,2019,3,2018,4,7,0.8099,,,0.3857,0.7675,25.444,3.9922,3.9922,,2.0625,1.3692,10602.0,,,,0.5512,1.8483,21.5893,4.1687,2.2864,3.7522,0.8019,1.4046,3.6049,27.2902,5.8851
J,XOM,EXXON MOBIL CRP,Exxon Mobil Corporation,NYSE,USD,2018-12-31,A,,2018,4,2018,4,7,0.8396,,,0.0938,0.1904,22.2923,10.6657,10.9296,17.3887,10.6657,7.181,16440.0,,,,0.8383,11.8956,,,10.7899,10.7899,6.1875,9.7783,3.8501,46.8558,8.4342
J,XOM,EXXON MOBIL CRP,Exxon Mobil Corporation,NYSE,USD,2018-03-31,Q,,2018,1,2018,1,7,0.8012,,,0.0963,0.2084,22.4084,10.6141,10.9132,,10.6141,6.8171,5170.0,,,,0.1955,2.9325,,,2.4539,2.4539,1.3712,2.2175,1.2108,46.0347,1.9951
J,XOM,EXXON MOBIL CRP,Exxon Mobil Corporation,NYSE,USD,2018-06-30,Q,,2018,2,2018,2,7,0.8096,,,0.0967,0.213,20.246,8.8597,9.0597,,8.8597,5.3741,8023.0,,,,0.2107,3.1716,,,2.0596,2.0596,1.1428,1.8604,1.8785,45.7093,3.8162
J,XOM,EXXON MOBIL CRP,Exxon Mobil Corporation,NYSE,USD,2018-09-30,Q,,2018,3,2018,3,7,0.8267,,,0.0948,0.2034,22.7518,11.853,12.1141,,11.853,8.1457,13927.0,,,,0.216,3.1542,,,3.2749,3.2749,1.8177,2.9643,3.2608,46.4882,6.417
J,XOM,EXXON MOBIL CRP,Exxon Mobil Corporation,NYSE,USD,2018-12-31,Q,,2018,4,2018,4,7,0.8396,,,0.0938,0.1904,23.7847,11.2956,11.5947,,11.2956,8.3455,16440.0,,,,0.2077,2.8903,,,3.126,3.126,1.7926,2.8329,3.8501,46.8558,8.4342
